8,45,3,1.413,1.4176,2,1,1
8,30,3,0.90164,1.3282,2,1,1
8,45,3,0.8779,1.492,2,1,1
8,55,3,0.83385,1.4899,2,1,1
8,85,3,1.0757,1.1251,2,1,1
8,55,3,0.84921,1.3123,2,1,1
8,55,3,0.70127,1.3641,2,1,1
8,70,3,0.8213,1.2491,2,1,1
8,45,3,0.68425,1.4249,2,1,1
8,55,3,0.78048,1.0955,2,1,1
8,45,3,0.7815,1.0621,2,1,1
8,55,3,0.7268,1.0014,2,1,1
8,55,3,0.58057,1.0765,2,1,1
8,45,3,0.94491,1.2671,2,1,1
8,70,3,1.6976,1.2553,2,1,1
8,70,3,1.7077,1.1926,2,1,1
8,45,3,0.89955,1.1553,2,1,1
8,30,1,1.0604,1.0018,2,1,1
8,30,1,1.1836,1.4076,2,1,1
8,85,3,0.88498,1.3192,2,1,1
8,85,3,0.77285,1.2242,2,1,1
8,70,3,0.85239,1.122,2,1,1
8,30,1,0.88587,1.4017,2,1,1
8,55,1,2.643,1.412,2,1,1
8,15,1,0.82687,1.4261,2,1,1
8,85,3,0.98909,1.2336,2,1,1
8,30,1,0.7883,1.4853,2,1,1
8,15,1,0.91086,1.4206,2,1,1
8,55,3,1.9915,1.0393,2,1,1
8,15,1,0.76385,1.1188,2,1,1
8,45,3,0.90896,1.4088,2,1,1
8,30,3,1.2307,1.2029,2,1,1
8,30,3,2.1498,1.2332,2,1,1
8,15,1,0.79408,1.4758,2,1,1
8,15,1,0.95081,1.4825,2,1,1
8,85,3,0.80725,1.3826,2,1,1
8,70,3,0.86762,1.2873,2,1,1
8,45,3,0.89884,1.458,2,1,1
8,15,1,0.86531,1.2477,2,1,1
8,55,3,0.93063,1.083,2,1,1
8,30,3,1.9277,1.163,2,1,1
8,70,3,0.93539,1.1482,2,1,1
8,85,3,0.89488,1.2791,2,1,1
8,55,3,1.363,1.0337,2,1,1
8,85,3,0.99952,1.0345,2,1,1
8,70,3,0.71127,1.0834,2,1,1
8,30,1,0.77594,1.4737,2,1,1
8,45,1,1.942,1.4055,2,1,1
8,15,1,0.87609,1.3552,2,1,1
8,15,1,0.78225,1.4851,2,1,1
8,15,1,0.98597,1.4992,2,1,1
8,15,1,0.78957,1.4937,2,1,1
8,85,3,0.85858,1.075,2,1,1
8,85,3,0.79765,1.4792,2,1,1
8,70,3,0.79342,1.2652,2,1,1
8,45,3,1.3991,1.037,2,1,1
8,70,3,0.64319,1.1559,2,1,1
8,70,3,0.70049,1.4476,2,1,1
8,85,3,1.138,1.4174,2,1,1
8,30,1,0.91061,1.0012,2,1,1
