35,2,1,1.289,1.3212,1,1,2
35,2,3,1.738,1.1106,1,1,2
35,2,3,0.98793,1.4185,1,1,2
35,3,3,2.8009,1.4855,1,1,2
35,1,1,1.0603,1.4232,1,1,2
35,1,1,0.83261,1.253,1,1,2
35,1,1,0.91735,1.1394,1,1,2
35,1,1,0.99942,1.3733,1,1,2
35,2,3,1.149,1.1185,1,1,2
35,2,3,1.1244,1.4787,1,1,2
35,3,1,1.4838,1.3101,1,1,2
35,1,1,1.0827,1.3001,1,1,2
35,3,3,1.5587,1.0863,1,1,2
35,2,3,0.97577,1.0452,1,1,2
35,3,3,2.0846,1.1276,1,1,2
35,2,3,1.129,1.4293,1,1,2
35,2,3,0.94016,1.4555,1,1,2
35,2,3,0.90445,1.3498,1,1,2
35,3,1,1.1235,1.3626,1,1,2
35,3,3,1.6077,1.1149,1,1,2
35,1,3,1.4934,1.288,1,1,2
35,3,3,1.45,1.4053,1,1,2
35,3,3,0.98018,1.2019,1,1,2
35,2,3,1.2454,1.4942,1,1,2
35,1,1,1.2803,1.045,1,1,2
35,1,1,0.92515,1.1605,1,1,2
35,1,1,0.92568,1.2557,1,1,2
35,1,1,1.0137,1.0303,1,1,2
35,3,1,1.1208,1.3628,1,1,2
35,3,1,1.0916,1.2783,1,1,2
