44,45,3,2.6395,1.2893,2,1,1
44,30,3,10.027,1.3879,2,1,1
44,85,1,1.7105,1.3307,2,1,1
44,45,3,1.5209,1.2348,2,1,1
44,45,3,1.761,1.1099,2,1,1
44,45,3,1.7888,1.3013,2,1,1
44,30,1,1.2116,1.0921,2,1,1
44,45,3,1.6736,1.0988,2,1,1
44,55,1,1.5844,1.431,2,1,1
44,15,3,1.9969,1.0628,2,1,1
44,30,3,1.708,1.3228,2,1,1
44,85,1,1.0945,1.2187,2,1,1
44,30,3,1.0334,1.3063,2,1,1
44,70,1,1.0058,1.3687,2,1,1
44,85,1,0.87304,1.1516,2,1,1
44,70,1,1.0859,1.0215,2,1,1
44,30,3,1.2773,1.4178,2,1,1
44,30,3,2.9071,1.1847,2,1,1
44,70,1,1.3922,1.3307,2,1,1
44,85,1,1.274,1.4479,2,1,1
44,55,3,2.6949,1.137,2,1,1
44,85,1,1.1591,1.4989,2,1,1
44,45,3,1.1336,1.4172,2,1,1
44,45,1,1.2183,1.3957,2,1,1
44,55,3,3.244,1.3283,2,1,1
44,15,1,0.9879,1.2718,2,1,1
44,15,3,1.4942,1.1933,2,1,1
44,55,1,3.2261,1.4111,2,1,1
44,15,3,1.3561,1.2977,2,1,1
44,55,1,1.0363,1.3908,2,1,1
44,70,1,1.2439,1.4938,2,1,1
44,70,1,1.124,1.3941,2,1,1
44,15,3,1.0294,1.4265,2,1,1
44,85,1,1.1831,1.2428,2,1,1
44,70,1,1.3226,1.4369,2,1,1
44,55,3,0.92817,1.1669,2,1,1
44,30,3,1.2349,1.1027,2,1,1
44,15,3,0.96995,1.2472,2,1,1
44,15,3,0.92553,1.0156,2,1,1
44,85,1,1.2202,1.4138,2,1,1
44,55,3,6.0077,1.1321,2,1,1
44,45,1,1.3285,1.3387,2,1,1
44,85,1,1.5457,1.3969,2,1,1
44,55,3,1.0389,1.3409,2,1,1
44,55,1,2.5103,1.3254,2,1,1
44,70,3,0.92782,1.1187,2,1,1
44,30,1,1.0824,1.2387,2,1,1
44,70,3,1.5175,1.4682,2,1,1
44,70,3,2.8302,1.1206,2,1,1
44,70,1,2.1465,1.1046,2,1,1
44,45,3,1.1872,1.1362,2,1,1
44,30,1,1.6335,1.3879,2,1,1
44,30,3,2.4147,1.1657,2,1,1
44,15,3,1.7727,1.3015,2,1,1
44,15,3,1.2811,1.092,2,1,1
44,45,1,0.95764,1.0437,2,1,1
44,85,1,0.76537,1.1545,2,1,1
44,15,3,1.448,1.1154,2,1,1
44,85,1,0.97437,1.4546,2,1,1
44,55,3,0.96209,1.4684,2,1,1
