19,85,1,1.3659,1.4385,2,2,3
19,45,1,2.3089,1.1766,2,2,3
19,15,3,1.7378,1.2247,2,2,3
19,70,1,0.85748,1.4818,2,2,3
19,70,1,0.71664,1.0211,2,2,3
19,15,1,3.2618,1.4865,2,2,3
19,55,1,1.0116,1.0946,2,2,3
19,85,1,0.83583,1.3336,2,2,3
19,45,1,0.78631,1.2932,2,2,3
19,45,1,0.79673,1.3376,2,2,3
19,30,3,1.4315,1.1805,2,2,3
19,30,3,0.94143,1.3101,2,2,3
19,85,1,0.7393,1.4056,2,2,3
19,70,1,1.5547,1.0096,2,2,3
19,55,1,1.9509,1.0419,2,2,3
19,15,3,1.6387,1.4874,2,2,3
19,30,3,0.98041,1.3257,2,2,3
19,45,1,1.9155,1.1156,2,2,3
19,85,1,0.68934,1.2017,2,2,3
19,70,1,0.638,1.061,2,2,3
19,55,1,0.60339,1.1342,2,2,3
19,70,1,0.76892,1.1289,2,2,3
19,45,1,1.3232,1.1658,2,2,3
19,85,1,0.75403,1.0761,2,2,3
19,70,1,0.64296,1.174,2,2,3
19,70,1,0.89708,1.0608,2,2,3
19,70,1,1.306,1.4421,2,2,3
19,45,1,2.1174,1.0471,2,2,3
19,30,3,1.3528,1.465,2,2,3
19,15,3,1.0852,1.1995,2,2,3
19,55,3,1.3892,1.0237,2,2,3
19,15,3,1.1918,1.1712,2,2,3
19,85,1,0.72184,1.368,2,2,3
19,45,1,0.74922,1.3973,2,2,3
19,30,1,0.76035,1.2725,2,2,3
19,30,3,2.1337,1.3431,2,2,3
19,85,1,0.68713,1.4468,2,2,3
19,70,1,0.70956,1.0274,2,2,3
19,45,1,1.737,1.1518,2,2,3
19,15,3,0.84534,1.0231,2,2,3
19,30,3,0.53344,1.0977,2,2,3
19,55,3,1.217,1.3601,2,2,3
19,55,3,0.89825,1.3609,2,2,3
19,85,1,0.74718,1.4389,2,2,3
19,45,1,0.88867,1.2912,2,2,3
19,55,1,1.5272,1.0353,2,2,3
19,30,1,2.2007,1.4614,2,2,3
19,55,1,2.3814,1.4002,2,2,3
19,15,3,2.5793,1.143,2,2,3
19,85,1,0.61992,1.2718,2,2,3
19,45,1,1.3231,1.4924,2,2,3
19,30,1,0.71831,1.3578,2,2,3
19,55,3,1.3175,1.4195,2,2,3
19,30,3,1.141,1.2166,2,2,3
19,15,3,0.88096,1.2353,2,2,3
19,85,1,0.63932,1.2804,2,2,3
19,70,1,0.57862,1.1345,2,2,3
19,15,3,3.0353,1.3745,2,2,3
19,55,3,2.6724,1.2519,2,2,3
19,15,3,1.3319,1.3234,2,2,3
