25,15,3,4.5994,1.0284,3,1,6
25,85,1,1.6304,1.2609,3,1,6
25,55,3,1.1023,1.1679,3,1,6
25,15,1,1.8046,1.0878,3,1,6
25,30,3,1.0342,1.1045,3,1,6
25,55,3,0.9382,1.4526,3,1,6
25,55,3,0.71276,1.3377,3,1,6
25,70,3,0.72928,1.2342,3,1,6
25,85,3,4.7543,1.4561,3,1,6
25,70,3,1.2909,1.052,3,1,6
25,85,3,0.75313,1.3728,3,1,6
25,15,1,1.4716,1.3681,3,1,6
25,30,1,1.2409,1.2809,3,1,6
25,45,1,3.0883,1.0921,3,1,6
25,70,1,1.9319,1.2986,3,1,6
25,30,1,1.0987,1.15,3,1,6
25,55,3,0.85878,1.0671,3,1,6
25,45,1,1.129,1.1063,3,1,6
25,70,1,0.85423,1.4475,3,1,6
25,45,1,0.80347,1.0357,3,1,6
25,30,1,1.0749,1.1212,3,1,6
25,55,3,1.7227,1.0269,3,1,6
25,55,1,1.7177,1.2209,3,1,6
25,70,1,2.3069,1.0066,3,1,6
25,85,1,1.199,1.4486,3,1,6
25,55,3,1.4226,1.0983,3,1,6
25,85,3,1.1935,1.0467,3,1,6
25,15,3,2.2604,1.1537,3,1,6
25,85,1,1.7187,1.228,3,1,6
25,15,3,1.4675,1.0508,3,1,6
25,70,3,1.7878,1.4977,3,1,6
25,30,1,2.6221,1.166,3,1,6
25,30,1,1.2697,1.1487,3,1,6
25,45,1,2.2897,1.031,3,1,6
25,70,1,1.5608,1.1491,3,1,6
25,45,1,1.473,1.0232,3,1,6
25,30,1,1.0754,1.2527,3,1,6
25,85,1,1.558,1.3807,3,1,6
25,85,1,0.98632,1.3155,3,1,6
25,45,1,1.0463,1.0449,3,1,6
25,45,1,1.3003,1.0404,3,1,6
25,85,1,1.4613,1.3886,3,1,6
25,15,1,1.6714,1.4526,3,1,6
25,30,1,3.7853,1.2669,3,1,6
25,15,1,0.96977,1.0546,3,1,6
25,45,1,0.95027,1.4129,3,1,6
25,30,1,0.67712,1.169,3,1,6
25,15,1,1.0396,1.147,3,1,6
25,55,1,7.4329,1.3732,3,1,6
25,85,1,3.5329,1.0052,3,1,6
25,45,1,2.1164,1.0242,3,1,6
25,30,1,2.1328,1.334,3,1,6
25,70,1,1.1821,1.3017,3,1,6
25,70,1,1.539,1.2631,3,1,6
25,55,1,0.96545,1.3649,3,1,6
25,15,1,0.96287,1.3536,3,1,6
25,45,1,0.99859,1.3907,3,1,6
25,70,1,1.0044,1.144,3,1,6
25,15,1,1.3289,1.3463,3,1,6
25,55,1,0.92009,1.2783,3,1,6
